#rank	chr	start	end	strand
3795	6	99017268	99018369	+
3796	1	139796324	139797433	+
3797	15	79346168	79346666	+
3798	14	120489166	120489342	+
3799	9	61604918	61605522	+
3800	6	6109327	6110038	+
3801	8	116887328	116888132	+
3802	13	64086665	64087533	+
3803	8	127677140	127677695	+
3804	1	191668718	191669438	+
3805	6	5976890	5978181	+
3806	8	27800084	27801056	+
3807	19	34509585	34510082	+
3808	2	136781381	136782182	+
3809	9	61163412	61164036	+
3810	5	130006776	130007453	+
3811	7	59224649	59225239	+
3812	9	27745054	27745542	+
3813	4	114615075	114615721	+
3814	9	33029592	33030683	+
3815	8	87184300	87185670	+
3816	9	40802104	40802917	+
3817	6	51121703	51123765	+
3818	6	114382387	114383092	+
3819	17	14405682	14405875	+
3820	1	93508090	93508948	+
3821	8	27704291	27705020	+
3822	3	128377629	128378322	+
3823	8	59821100	59822516	+
3824	2	93455878	93456703	+
3825	13	4013213	4014017	+
3826	2	171487175	171488072	+
3827	7	137105989	137106524	+
3828	1	181268166	181268343	+
3829	5	81772046	81772540	+
3830	8	111501653	111502601	+
3831	4	40091442	40092190	+
3832	2	70294161	70294676	+
3833	2	106553194	106553737	+
3834	2	154798698	154799069	+
3835	5	137098046	137099394	+
3836	18	55357085	55357563	+
3837	1	129434112	129434403	+
3838	5	144073357	144073985	+
3839	8	114257554	114258157	+
3840	17	63847097	63847954	+
3841	4	116862310	116863024	+
3842	4	53931946	53932608	+
3843	3	38783989	38784538	+
3844	17	44011192	44011606	+
3845	8	94237549	94238308	+
3846	12	93856516	93857002	+
3847	13	98062633	98063353	+
3848	14	26588768	26589257	+
3849	5	150155400	150156445	+
3850	11	54674171	54674848	+
3851	4	70967628	70968678	+
3852	6	5866818	5867374	+
3853	16	33250831	33252026	+
3854	3	84215938	84216544	+
3855	15	77128902	77129446	+
3856	2	50871282	50872031	+
3857	4	104930333	104930905	+
3858	3	97139441	97140315	+
3859	1	80236410	80236952	+
3860	11	112149472	112150101	+
3861	11	99809595	99810865	+
3862	3	89693620	89694279	+
3863	8	37595504	37596306	+
3864	7	31318133	31318632	+
3865	12	107967361	107968229	+
3866	3	147748851	147749719	+
3867	12	38419682	38420310	+
3868	17	62917201	62917683	+
3869	9	90492599	90493066	+
3870	11	89967618	89968203	+
3871	9	61159383	61159934	+
3872	11	45491804	45492478	+
3873	6	63914697	63915438	+
3874	3	149021276	149022102	+
3875	15	27499629	27500321	+
3876	15	102781091	102782748	+
3877	14	23428428	23429134	+
3878	6	72184119	72185644	+
3879	16	90517411	90518341	+
3880	11	29426434	29427151	+
3881	4	44818747	44819230	+
3882	6	73561697	73562344	+
3883	2	169612539	169613744	+
3884	4	64114903	64115138	+
3885	5	134297012	134297391	+
3886	6	16102593	16103118	+
3887	12	78956378	78957000	+
3888	7	145459957	145460419	+
3889	11	45067746	45068574	+
3890	11	107091303	107092043	+
3891	5	110486599	110487257	+
3892	4	124787968	124788447	+
3893	7	52346403	52347789	+
3894	10	120188630	120189271	+
3895	6	36840239	36840790	+
3896	2	26934777	26935464	+
3897	6	84816985	84817538	+
3898	11	52270894	52271977	+
3899	16	8117788	8118525	+
3900	2	181396509	181396940	+
3901	13	90901763	90902344	+
3902	13	95343874	95344368	+
3903	6	46452732	46453551	+
3904	3	50189940	50190930	+
3905	4	96418654	96419049	+
3906	2	18751946	18753523	+
3907	11	6789685	6790631	+
3908	X	11752080	11753051	+
3909	3	26223375	26223880	+
3910	8	90184362	90185180	+
3911	19	5797412	5798091	+
3912	11	51185041	51185913	+
3913	6	30566371	30567582	+
3914	16	93263334	93264122	+
3915	2	4219388	4220719	+
3916	X	49963926	49966151	+
3917	9	60339669	60340896	+
3918	5	58248574	58249047	+
3919	2	154752643	154753185	+
3920	19	58276888	58277953	+
3921	9	59262778	59263264	+
3922	17	71389137	71389840	+
3923	2	114878814	114879366	+
3924	18	13240025	13240703	+
3925	12	37915495	37916132	+
3926	3	99467647	99468442	+
3927	18	63401418	63402366	+
3928	11	35953051	35953668	+
3929	8	37582616	37583034	+
3930	7	117112783	117113189	+
3931	4	40627468	40627722	+
3932	5	131414259	131415649	+
3933	X	153358555	153359064	+
3934	12	86522567	86523196	+
3935	12	100631392	100632218	+
3936	6	51120090	51121028	+
3937	19	14662792	14663495	+
3938	5	97397445	97398035	+
3939	1	62429462	62430036	+
3940	18	47849019	47849884	+
3941	9	47383009	47383484	+
3942	9	96393268	96393942	+
3943	18	38644007	38644429	+
3944	11	19823654	19824380	+
3945	12	101425015	101425727	+
3946	3	127493311	127494201	+
3947	7	99511560	99512577	+
3948	6	49164898	49166274	+
3949	17	66765856	66766955	+
3950	5	52516034	52516446	+
3951	5	93635307	93636046	+
3952	6	50674908	50675507	+
3953	16	26041634	26042206	+
3954	4	152268436	152268855	+
3955	16	76566242	76567398	+
3956	9	65049449	65049723	+
3957	17	44394509	44395520	+
3958	16	65514416	65515317	+
3959	1	165307873	165308480	+
3960	17	13665230	13665743	+
3961	3	126825766	126826481	+
3962	11	63731559	63732435	+
3963	9	122306711	122307252	+
3964	13	72697929	72698839	+
3965	6	109321658	109322131	+
3966	8	80493954	80494693	+
3967	3	79189493	79189863	+
3968	3	151554743	151555209	+
3969	19	37975902	37976451	+
3970	16	66996508	66996973	+
3971	11	8714453	8714860	+
3972	19	55716687	55717620	+
3973	11	19873799	19874536	+
3974	3	80682421	80682888	+
3975	7	36879835	36881146	+
3976	13	39898473	39899525	+
3977	2	44909301	44909746	+
3978	9	22334017	22334783	+
3979	9	30394147	30394619	+
3980	9	56382518	56383135	+
3981	4	81290209	81290661	+
3982	2	32009123	32009603	+
3983	2	75248401	75249151	+
3984	1	162903574	162904502	+
3985	3	66783220	66784865	+
3986	4	136660424	136661114	+
3987	7	6813296	6813953	+
3988	8	33178135	33178791	+
3989	19	55667400	55668347	+
3990	4	114729198	114730048	+
3991	5	133498380	133498589	+
3992	2	102373521	102374076	+
3993	4	76009395	76010075	+
3994	6	94627640	94629037	+
3995	1	20096538	20097321	+
3996	19	19116800	19117372	+
3997	5	119874440	119875363	+
3998	4	6750240	6750789	+
3999	14	46947220	46948034	+
4000	2	33399153	33399918	+
4001	1	167563426	167564290	+
4002	7	79368386	79368912	+
4003	5	125576122	125577047	+
4004	1	51815403	51816124	+
4005	5	123439870	123440475	+
4006	5	133017838	133018898	+
4007	2	144425477	144425909	+
4008	11	69373807	69375126	+
4009	1	178654845	178655432	+
4010	6	32729938	32731394	+
4011	4	128319244	128320040	+
4012	2	52327295	52327862	+
4013	8	48048657	48049578	+
4014	5	127719736	127720589	+
4015	19	59498130	59498705	+
4016	19	44891743	44892266	+
4017	12	74502996	74503326	+
4018	13	26656832	26657742	+
4019	15	51411852	51412935	+
4020	3	147075229	147076151	+
4021	2	18915471	18915904	+
4022	14	60420756	60421393	+
4023	16	15053006	15053452	+
4024	5	51431457	51432718	+
4025	5	68032002	68033571	+
4026	2	147866078	147867179	+
4027	11	102680739	102681424	+
4028	8	28152854	28153779	+
4029	11	75630949	75631983	+
4030	9	41625898	41626569	+
4031	4	106452467	106453374	+
4032	5	133642943	133643606	+
4033	9	18526276	18526792	+
4034	5	82398766	82399408	+
4035	2	68859041	68859941	+
4036	10	94454164	94454496	+
4037	10	90681326	90681721	+
4038	2	166906905	166907431	+
4039	1	164137558	164138284	+
4040	9	56353330	56353923	+
4041	9	54063489	54063963	+
4042	2	93118258	93118981	+
4043	5	140984727	140985260	+
4044	11	52384900	52385701	+
4045	17	11300914	11301383	+
4046	7	88500740	88500962	+
4047	7	140311572	140313081	+
4048	15	85014318	85014918	+
4049	6	93493334	93494066	+
4050	1	73108127	73108791	+
4051	5	64967125	64967447	+
4052	12	28248788	28249917	+
4053	10	128241389	128242169	+
4054	X	107544965	107545374	+
4055	4	100134097	100134726	+
4056	3	18115106	18115612	+
4057	11	84780658	84781050	+
4058	2	139530553	139531116	+
4059	1	12682959	12683991	+
4060	12	81215347	81217039	+
4061	4	89112717	89113989	+
4062	19	26549195	26549757	+
4063	11	118406957	118407428	+
4064	12	91474544	91474971	+
4065	17	34729781	34730370	+
4066	17	61091011	61091404	+
4067	5	41784903	41785412	+
4068	18	77054789	77055171	+
4069	13	43882459	43883181	+
4070	12	106177575	106178131	+
4071	7	137569565	137570551	+
4072	17	14630883	14631363	+
4073	9	48628786	48629504	+
4074	6	146448202	146448609	+
4075	17	84363275	84364718	+
4076	11	79456842	79457523	+
4077	6	116265987	116266585	+
4078	10	8170047	8170765	+
4079	17	34256729	34257767	+
4080	6	144247569	144248455	+
4081	4	61517765	61518189	+
4082	10	37580493	37581191	+
4083	12	28024373	28026472	+
4084	6	21753431	21754087	+
4085	19	14201989	14203561	+
4086	8	87188798	87189773	+
4087	13	54939083	54939511	+
4088	9	79283603	79284081	+
4089	7	139509963	139510582	+
4090	10	120301214	120301765	+
4091	11	8552078	8553204	+
4092	15	24518769	24519283	+
4093	19	36608793	36609253	+
4094	18	9792819	9793416	+
4095	8	42060986	42061875	+
4096	16	35704060	35704463	+
4097	10	119709180	119711446	+
4098	9	120713649	120714263	+
4099	17	63023471	63024010	+
4100	3	121278854	121279434	+
4101	11	113384961	113385480	+
4102	8	120208205	120208744	+
4103	7	26540251	26541251	+
4104	18	58778135	58778922	+
4105	1	165285270	165287042	+
4106	9	120775777	120776967	+
4107	9	41020362	41020723	+
4108	1	171292710	171292955	+
4109	1	135751473	135752713	+
4110	8	93828779	93829328	+
4111	4	114113446	114114274	+
4112	9	72656322	72657391	+
4113	8	90734909	90735091	+
4114	16	44688364	44689056	+
4115	5	129173034	129173598	+
4116	2	14976455	14977584	+
4117	15	100122011	100122623	+
4118	7	103968686	103969116	+
4119	13	100550779	100551507	+
4120	13	9764295	9764922	+
4121	8	117725735	117726130	+
4122	16	28610810	28611402	+
4123	2	168738345	168739224	+
4124	3	6107191	6108069	+
4125	5	45334256	45334834	+
4126	5	3404994	3405617	+
4127	5	19800361	19800942	+
4128	12	74136582	74137260	+
4129	2	102554437	102554947	+
4130	10	116988567	116989030	+
4131	18	31014525	31015319	+
4132	3	118175176	118176057	+
4133	1	14681479	14682495	+
4134	1	165291188	165292054	+
4135	12	35940468	35940904	+
4136	14	28732703	28734230	+
4137	18	54694679	54695379	+
4138	2	148032242	148032804	+
4139	11	113571300	113571845	+
4140	12	40467457	40468076	+
4141	8	122931547	122932430	+
4142	12	74625926	74626779	+
4143	18	57564959	57565218	+
4144	3	88253383	88254110	+
4145	2	179421988	179422698	+
4146	13	112821734	112822275	+
4147	9	29634714	29635362	+
4148	1	78654950	78655676	+
4149	8	87266138	87268103	+
4150	11	85397539	85398023	+
4151	3	89095103	89095614	+
4152	12	74152365	74153313	+
4153	18	6514981	6515712	+
4154	14	117739869	117740295	+
4155	4	106488308	106488946	+
4156	11	99091027	99091629	+
4157	18	20799647	20800458	+
4158	2	16372567	16372897	+
4159	14	24531726	24532183	+
4160	9	96298007	96299103	+
4161	2	72769945	72770526	+
4162	12	15944536	15944957	+
4163	3	141583959	141585006	+
4164	5	38216971	38218753	+
4165	5	101794670	101795176	+
4166	7	105963790	105964466	+
4167	11	118520490	118521128	+
4168	2	151319840	151320692	+
4169	7	67148762	67149917	+
4170	7	35892487	35892949	+
4171	5	31012129	31012550	+
4172	2	46293323	46293747	+
4173	9	46185447	46186234	+
4174	8	117022851	117024001	+
4175	9	84243461	84244299	+
4176	2	168833548	168834495	+
4177	16	30285385	30286026	+
4178	7	77955443	77956064	+
4179	15	84049253	84049820	+
4180	8	124429703	124430750	+
4181	7	123040623	123041260	+
4182	17	5723717	5724067	+
4183	12	103557378	103557760	+
4184	1	16126711	16127357	+
4185	X	48270198	48270888	+
4186	13	34816247	34817003	+
4187	7	79234511	79235108	+
4188	3	135910332	135910791	+
4189	2	115723156	115723816	+
4190	11	63878654	63879242	+
4191	6	126343641	126344558	+
4192	4	57793677	57794082	+
4193	13	29865531	29866136	+
4194	9	22511418	22512406	+
4195	18	69284209	69285158	+
4196	6	103563559	103563999	+
4197	19	7256630	7256879	+
4198	6	145732015	145732386	+
4199	X	48320766	48321316	+
4200	2	80244565	80246963	+
4201	17	86722494	86722999	+
4202	5	123759645	123760300	+
4203	4	154014436	154015377	+
4204	X	99613701	99614235	+
4205	12	100529720	100530538	+
4206	2	103786754	103787166	+
4207	5	102607531	102608910	+
4208	6	108533792	108534187	+
4209	3	55224540	55225233	+
4210	14	101126958	101127664	+
4211	8	59492675	59493249	+
4212	4	87047515	87048250	+
4213	7	96407273	96407760	+
4214	3	103717768	103718292	+
4215	15	93734034	93735109	+
4216	14	67947330	67947945	+
4217	8	11098651	11099622	+
4218	19	46412774	46413277	+
4219	19	46574267	46574796	+
4220	11	112860546	112861130	+
4221	12	15613612	15613968	+
4222	3	51507208	51508089	+
4223	X	11713398	11714784	+
4224	8	8235609	8235827	+
4225	14	59608506	59608941	+
4226	6	38698285	38698843	+
4227	4	100066527	100067019	+
4228	8	35209993	35210568	+
4229	5	121579015	121580136	+
4230	1	139369266	139369734	+
4231	19	43011010	43011674	+
4232	9	49401945	49402464	+
4233	5	44977851	44978682	+
4234	5	125543157	125543406	+
4235	12	80764071	80764755	+
4236	3	99042949	99043986	+
4237	4	114575770	114576655	+
4238	15	27708917	27709805	+
4239	2	50367258	50367902	+
4240	9	58219836	58220222	+
4241	12	9581582	9583469	+
4242	8	106919870	106920384	+
4243	18	47880911	47881194	+
4244	6	53770571	53771197	+
4245	8	131209012	131209515	+
4246	15	70033205	70033641	+
4247	9	59503974	59505743	+
4248	15	94234786	94235524	+
4249	8	89269012	89270015	+
4250	5	149739469	149740410	+
4251	1	78422486	78422958	+
4252	19	8810252	8810964	+
4253	3	97383071	97383250	+
4254	6	143946106	143946887	+
4255	1	61378198	61378703	+
4256	2	139434577	139435645	+
4257	11	101325577	101326325	+
4258	7	77502535	77504712	+
4259	19	5800315	5802453	+
4260	11	107269869	107270416	+
4261	2	171348667	171348928	+
4262	3	126317956	126318506	+
4263	3	46293914	46294598	+
4264	5	134816040	134816220	+
4265	2	26235427	26236307	+
4266	11	39850195	39850739	+
4267	9	35134157	35134930	+
4268	2	26991759	26992189	+
4269	16	22880960	22881645	+
4270	12	26663094	26663838	+
4271	14	24274716	24275276	+
4272	1	164146968	164149619	+
4273	3	98772650	98772975	+
4274	13	90959472	90959873	+
4275	16	56396659	56397135	+
4276	5	65403247	65403891	+
4277	5	151821568	151822015	+
4278	12	17717047	17717995	+
4279	17	16294830	16295374	+
4280	3	147194458	147194984	+
4281	4	108662021	108662398	+
4282	12	7699391	7700005	+
4283	12	78735054	78735553	+
4284	11	118990308	118991230	+
4285	12	106045476	106046063	+
4286	2	131331127	131331297	+
4287	16	85803155	85804066	+
4288	6	50785988	50786670	+
4289	11	85344885	85345542	+
4290	15	95087526	95088322	+
4291	18	78294080	78294483	+
4292	5	145900383	145901334	+
4293	1	192921723	192922866	+
4294	11	53400546	53400801	+
4295	17	89069988	89070619	+
4296	19	44463277	44463718	+
4297	3	104944317	104944910	+
4298	19	55743516	55743833	+
4299	11	64559615	64560137	+
4300	8	92156002	92156569	+
4301	14	27883488	27884246	+
4302	5	144415365	144415910	+
4303	14	35372059	35372964	+
4304	15	38246937	38247223	+
4305	8	15192248	15192920	+
4306	10	119721633	119722326	+
4307	6	115876476	115876921	+
4308	18	58224671	58225221	+
4309	5	112981196	112981636	+
4310	8	46961358	46961912	+
4311	2	141118536	141119043	+
4312	7	146674972	146675504	+
4313	3	145054813	145055594	+
4314	5	145726767	145727344	+
4315	7	118383656	118384381	+
4316	18	84255409	84256693	+
4317	5	64763616	64764085	+
4318	4	69634708	69635174	+
4319	6	82062346	82063011	+
4320	2	142844378	142845081	+
4321	1	38568880	38569864	+
4322	2	141705445	141706315	+
4323	11	62936413	62936878	+
4324	2	60121421	60122291	+
4325	8	77375717	77376259	+
4326	4	16341460	16341927	+
4327	6	88073492	88074061	+
4328	1	139229001	139229470	+
4329	1	163944761	163946296	+
4330	5	120507896	120508199	+
4331	5	75192382	75193024	+
4332	17	72350143	72350825	+
4333	6	108659413	108660218	+
4334	5	33848115	33848756	+
4335	1	23596102	23596623	+
4336	8	95152716	95153462	+
4337	6	51129903	51130387	+
4338	10	100217348	100218052	+
4339	11	29447321	29447946	+
4340	5	93465719	93467350	+
4341	5	119102120	119102902	+
4342	2	102638447	102638682	+
4343	9	64534874	64535580	+
4344	18	13694133	13695191	+
4345	1	36994438	36994931	+
4346	9	60367220	60367890	+
4347	9	36603947	36604428	+
4348	17	48079255	48080436	+
4349	2	166611649	166612242	+
4350	16	59517038	59517649	+
4351	11	85528066	85529012	+
4352	4	83835028	83836293	+
4353	7	30879807	30880219	+
4354	1	95408017	95408544	+
4355	X	71638061	71638664	+
4356	9	123437477	123438655	+
4357	10	120258689	120259354	+
4358	9	44225817	44226489	+
4359	11	79093462	79094105	+
4360	14	29228338	29229177	+
4361	6	52178582	52181177	+
4362	7	17400481	17401536	+
4363	4	141862936	141863435	+
4364	5	119701361	119701953	+
4365	2	47954603	47955276	+
4366	13	91963183	91963650	+
4367	18	83658776	83659551	+
4368	14	23527320	23528123	+
4369	16	22161147	22161844	+
4370	18	61769362	61770082	+
4371	14	29314481	29314964	+
4372	9	9140549	9141202	+
4373	6	117867282	117868454	+
4374	17	30103020	30103499	+
4375	4	94037640	94038034	+
4376	16	10992088	10993124	+
4377	19	44367839	44369699	+
4378	1	138408922	138409355	+
4379	3	132005391	132005866	+
4380	8	106910354	106911045	+
4381	11	26381622	26382310	+
4382	2	117254935	117255552	+
4383	13	89835763	89836270	+
4384	18	18134954	18135426	+
4385	12	83289631	83290739	+
4386	4	154083559	154084403	+
4387	2	68242448	68243302	+
4388	11	74960305	74961449	+
4389	8	117683680	117684457	+
4390	3	85906685	85907075	+
4391	1	55849274	55850050	+
4392	1	93690516	93691064	+
4393	3	146755886	146756354	+
4394	6	4697840	4698839	+
4395	10	104621613	104622341	+
4396	18	67959921	67960487	+
4397	17	16028526	16029444	+
4398	2	117048353	117048781	+
4399	15	25571899	25572585	+
4400	8	28024530	28025024	+
4401	10	56558724	56559464	+
4402	14	15694291	15694786	+
4403	X	10811278	10811845	+
4404	16	73323868	73324489	+
4405	6	53419295	53419671	+
4406	14	64666252	64666862	+
4407	17	29536064	29536768	+
4408	1	57463012	57463691	+
4409	17	43953284	43953840	+
4410	16	4552396	4553438	+
4411	19	44322161	44322699	+
4412	11	34279171	34279724	+
4413	17	27779599	27780087	+
4414	8	83436774	83437282	+
4415	18	54873454	54874505	+
4416	11	62364712	62365627	+
4417	2	173358614	173359343	+
4418	11	19033864	19034358	+
4419	2	74523209	74524151	+
4420	16	74598544	74599017	+
4421	12	106191076	106191866	+
4422	5	114256155	114256782	+
4423	11	108822939	108823497	+
4424	3	68386014	68387214	+
4425	1	40797284	40797969	+
4426	12	27799894	27800557	+
4427	6	51961696	51962362	+
4428	6	147523404	147524058	+
4429	4	129012814	129013210	+
4430	15	100456147	100456360	+
4431	1	37178818	37179704	+
4432	6	126114572	126115219	+
4433	1	130588543	130588975	+
4434	13	108709402	108709766	+
4435	9	100934323	100934915	+
4436	17	84302761	84303936	+
4437	3	40067016	40067412	+
4438	3	149344636	149345786	+
4439	4	81212456	81212907	+
4440	9	41733500	41734042	+
4441	17	90970537	90970986	+
4442	4	97363301	97364059	+
4443	14	78962957	78963573	+
4444	8	26646667	26647655	+
4445	18	81287650	81288419	+
4446	11	85244305	85244913	+
4447	16	63599857	63600523	+
4448	8	63111554	63112625	+
4449	13	53296847	53297662	+
4450	10	119713704	119714492	+
4451	9	115557822	115558350	+
4452	4	97910682	97911429	+
4453	8	27880914	27881234	+
4454	1	25285258	25285720	+
4455	3	138431346	138432075	+
4456	11	81598703	81599334	+
4457	7	137019501	137020048	+
4458	X	153845221	153845627	+
4459	11	34717827	34718494	+
4460	2	17977169	17978238	+
4461	2	116918492	116919247	+
4462	13	41610209	41610705	+
4463	8	122905221	122905516	+
4464	8	27701330	27701935	+
4465	8	82787314	82787808	+
4466	7	76244392	76245001	+
4467	4	103551581	103552022	+
4468	5	149761500	149761941	+
4469	9	86201893	86202473	+
4470	8	7289281	7289855	+
4471	1	30835212	30835708	+
4472	17	39244056	39244557	+
4473	7	76003635	76004347	+
4474	9	57663160	57663660	+
4475	1	187554764	187555560	+
4476	8	10974709	10975480	+
4477	19	40794830	40795332	+
4478	17	84337629	84338636	+
4479	12	12491859	12492376	+
4480	15	92132103	92132880	+
4481	12	58018978	58019474	+
4482	1	139887855	139888394	+
4483	1	69584299	69584763	+
4484	17	26917713	26918566	+
4485	9	41698154	41700388	+
4486	4	135758625	135758878	+
4487	15	103070661	103072327	+
4488	5	44287198	44287564	+
4489	5	149501622	149502505	+
4490	13	44481979	44482483	+
4491	9	60201641	60202477	+
4492	3	108594211	108594470	+
4493	8	35251856	35252500	+
4494	19	18652758	18653226	+
4495	4	138808259	138808687	+
4496	19	54120005	54120533	+
4497	16	94424582	94425157	+
4498	5	145252365	145252576	+
4499	1	190550763	190551371	+
4500	17	13378948	13379307	+
4501	4	82058141	82058857	+
4502	15	51336376	51337098	+
4503	18	58635206	58636109	+
4504	1	24246442	24247780	+
4505	4	133284466	133285960	+
4506	4	108022707	108022983	+
4507	18	66757435	66757648	+
4508	9	15670537	15671143	+
4509	4	53448071	53448349	+
4510	12	86930988	86931444	+
4511	10	119821750	119822078	+
4512	12	34900323	34901040	+
4513	11	99247582	99248031	+
4514	6	52197338	52198556	+
4515	12	46168686	46169151	+
4516	17	25705410	25706510	+
4517	13	30576126	30576529	+
4518	2	34725987	34727331	+
4519	8	80042403	80043153	+
4520	9	87276609	87277869	+
4521	6	50034502	50035402	+
4522	2	30691826	30692457	+
4523	1	140989025	140989736	+
4524	7	90608109	90609028	+
4525	12	27859288	27859782	+
4526	3	143571794	143572528	+
4527	11	51417856	51419500	+
4528	6	143052756	143053082	+
4529	8	118720638	118721199	+
4530	1	77512233	77513322	+
4531	2	57701516	57702063	+
4532	10	120873469	120874081	+
4533	7	103941278	103941814	+
4534	15	76026941	76027863	+
4535	2	51411580	51412116	+
4536	9	47420249	47420760	+
4537	8	111461123	111461756	+
4538	7	124853272	124853980	+
4539	4	86179430	86180210	+
4540	9	41708213	41709056	+
4541	15	59223436	59223974	+
4542	1	78125713	78126214	+
4543	2	64957700	64958301	+
4544	8	25491919	25492793	+
4545	4	64161807	64162294	+
4546	3	145399418	145399873	+
4547	1	131649268	131650001	+
4548	18	55523952	55524525	+
4549	3	86120714	86121210	+
4550	3	133993871	133994333	+
4551	12	109199495	109200295	+
4552	3	99563796	99564502	+
4553	6	52181517	52183000	+
4554	14	102801272	102802071	+
4555	12	34627609	34628121	+
4556	2	109544041	109544726	+
4557	2	106629638	106630852	+
4558	11	45933112	45933520	+
4559	1	75334647	75335156	+
4560	5	132642815	132643035	+
4561	9	30793191	30793767	+
4562	3	30408710	30410566	+
4563	10	49199988	49200443	+
4564	7	106116414	106116905	+
4565	1	165773686	165774343	+
4566	13	71695954	71696457	+
4567	10	125173087	125173926	+
4568	9	116500862	116501816	+
4569	15	81576003	81576770	+
4570	12	34652737	34653620	+
4571	12	17104370	17104876	+
4572	5	4858100	4858578	+
4573	11	80722796	80723273	+
4574	18	78476858	78477426	+
4575	7	19425841	19426134	+
4576	8	92164810	92166008	+
4577	4	115536530	115537376	+
4578	5	53667472	53668093	+
4579	4	94801172	94801975	+
4580	7	149672670	149674189	+
4581	3	146662128	146662828	+
4582	8	27946514	27947210	+
4583	15	73562312	73563329	+
4584	4	105531522	105532986	+
4585	2	101633182	101633622	+
4586	7	81475464	81476493	+
4587	12	111494741	111495257	+
4588	3	129939038	129939547	+
4589	8	81732255	81733717	+
4590	1	153344290	153344647	+
4591	2	80224560	80225033	+
4592	4	87662609	87663115	+
4593	13	23981271	23981934	+
4594	16	93603653	93604021	+
4595	14	58877355	58877948	+
4596	5	119394298	119394935	+
4597	1	78334690	78335308	+
4598	3	49559367	49561833	+
4599	5	99051058	99051429	+
4600	6	74118770	74119068	+
4601	7	105963829	105964495	+
4602	1	90967192	90968335	+
4603	2	159326774	159327292	+
4604	18	76059011	76059701	+
4605	3	135757532	135758049	+
4606	11	120047268	120048241	+
4607	1	152529009	152529467	+
4608	3	51663401	51663876	+
4609	17	11547323	11548189	+
4610	17	9934173	9934579	+
4611	7	75500393	75501387	+
4612	3	99377151	99378347	+
4613	2	168352665	168353217	+
4614	17	30113821	30114148	+
4615	3	65245835	65246197	+
4616	2	68279765	68280713	+
4617	4	100288842	100289395	+
4618	11	106566093	106566764	+
4619	9	30658787	30659411	+
4620	10	99274814	99275385	+
4621	6	33927701	33928421	+
4622	3	132175032	132176331	+
4623	3	80901327	80901864	+
4624	17	29944969	29945201	+
4625	2	31428575	31429116	+
4626	11	56646703	56647201	+
4627	2	131833837	131834490	+
4628	2	83770014	83770292	+
4629	15	61806961	61807501	+
4630	15	96423513	96424101	+
4631	6	84147270	84148248	+
4632	17	7797712	7798005	+
4633	4	47505253	47505892	+
4634	8	46081711	46082438	+
4635	15	33409076	33409624	+
4636	2	128609450	128609915	+
4637	15	50578332	50578789	+
4638	9	15226361	15226872	+
4639	9	97665303	97665913	+
4640	5	151662038	151662710	+
4641	8	45794423	45795079	+
4642	4	149612206	149613261	+
4643	8	46020001	46021575	+
4644	1	164116065	164118034	+
4645	17	83428035	83428329	+
4646	17	56147233	56148071	+
4647	14	23120769	23121448	+
4648	10	36857035	36859727	+
4649	19	30358503	30358734	+
4650	15	11954632	11955363	+
4651	4	83563353	83564274	+
4652	7	59087295	59088245	+
4653	15	24910453	24911027	+
4654	14	52722442	52723338	+
4655	15	56788322	56789167	+
4656	7	143312083	143312966	+
4657	6	49908848	49909157	+
4658	8	10921764	10922436	+
4659	5	102069208	102069547	+
4660	5	127131456	127132220	+
4661	9	96863008	96863538	+
4662	11	111424417	111425080	+
4663	6	94093822	94094477	+
4664	9	48074848	48075233	+
4665	7	100241948	100242468	+
4666	1	51707110	51707572	+
4667	5	67491450	67492082	+
4668	16	30236151	30236654	+
4669	19	44958827	44959229	+
4670	10	21993425	21993721	+
4671	15	84550935	84551889	+
4672	13	94708929	94709444	+
4673	12	95798868	95799614	+
4674	1	173032420	173033555	+
4675	3	80412454	80412875	+
4676	7	137341744	137342118	+
4677	8	26951205	26952024	+
4678	2	50691100	50691715	+
4679	13	32609799	32610655	+
4680	1	180501110	180502015	+
4681	12	111321941	111322565	+
4682	1	183948543	183949474	+
4683	4	57506704	57507403	+
4684	3	68413858	68414289	+
4685	1	185370667	185371991	+
4686	11	63986794	63987232	+
4687	7	85675151	85675676	+
4688	6	136866310	136866871	+
4689	16	66920234	66920629	+
4690	2	169415715	169416447	+
4691	11	71855296	71856427	+
4692	3	87567413	87568999	+
4693	2	60568117	60568791	+
4694	17	72348910	72349795	+
4695	13	117812714	117813219	+
4696	6	76775749	76776417	+
4697	X	160812620	160813158	+
4698	2	157284180	157284676	+
4699	11	100276355	100276936	+
4700	12	13056353	13056899	+
4701	4	82259790	82260426	+
4702	3	121279830	121280363	+
4703	3	66388831	66390297	+
4704	15	93348076	93349522	+
4705	13	15713228	15713905	+
4706	15	97280552	97281331	+
4707	13	31058186	31058841	+
4708	16	54857315	54858078	+
4709	15	20766812	20767229	+
4710	16	25335196	25335747	+
4711	11	119373749	119374412	+
4712	1	57023037	57023607	+
4713	6	21163647	21164075	+
4714	18	50558961	50560143	+
4715	2	4261409	4262009	+
4716	9	27428601	27430079	+
4717	4	107269996	107270772	+
4718	18	67529344	67529614	+
4719	16	92399601	92400776	+
4720	4	83063211	83064474	+
4721	9	54612922	54614062	+
4722	4	11835178	11835642	+
4723	5	99603937	99604500	+
4724	6	98734167	98734982	+
4725	4	120649342	120649712	+
4726	19	8652770	8653491	+
